gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue	Gene Type	Protein accession
LOC105337859	LOC105337859	20	0.722773905	5.337765917	0.938628159	0.770032198	0.838966746	1.69E-237	1.74E-231	cell division control protein 42	Q9H4E5.1	5.26E-50	R07G3.1.1	1.14E-45	Mtl-PC	1.14E-47	XP_030842342.1	3.49E-45	protein-coding	XP_011441080.1
LOC105334467	LOC105334467	20	0.711310831	7.773112314	0.945848375	0.752034734	0.818469908	1.40E-231	1.44E-225	cholecystokinin receptor type A	O43614.2	5.56E-13	C10C6.2.1	1.76E-08	TkR86C-PA	1.23E-10	XP_030829279.1	2.08E-10	protein-coding	XP_011436224.2
LOC105332654	LOC105332654	21	0.452537976	18.21573767	0.929411765	0.486907949	0.640647367	1.42E-132	1.47E-126	zinc finger protein 1-like	G5EBU4.1	1.06E-45	F28F9.1.1	9.38E-47	zfh1-PA	1.63E-40	XP_799337.3	2.47E-36	protein-coding	XP_034338899.1
LOC105340469	LOC105340469	21	0.379307437	170.6061024	0.958823529	0.395596714	0.603848171	5.88E-125	6.07E-119	actin	O17320.1	0	T04C12.5.3	0	Act5C-PE	0	XP_030852862.1	0	protein-coding	NP_001295788.1
LOC105339354	LOC105339354	21	0.374252175	13.16813292	0.888235294	0.421343509	0.537127006	3.50E-111	3.62E-105	zinc finger protein ZIC 4	O73689.1	8.07E-121	C47C12.3b.1	6.32E-54	opa-PA	3.99E-95	XP_030837642.1	1.00E-114	protein-coding	XP_011443176.2
LOC105329712	LOC105329712	21	0.361421749	21.13295471	0.941176471	0.384010609	0.573953208	8.85E-119	9.13E-113	thymosin beta	O17389.2	1.56E-13	F08F1.8.1	1.38E-14	cib-PE	1.27E-23	XP_030834105.1	0.007	protein-coding	XP_011429361.1
LOC105332609	LOC105332609	21	0.345174016	13.71719407	0.905882353	0.381036252	0.575398322	4.45E-119	4.59E-113	uncharacterized LOC105332609_ncRNA									lncRNA	
LOC105343336	LOC105343336	22	0.288118804	8.620096207	0.633587786	0.454741726	0.326786325	1.97E-57	2.03E-51	uncharacterized LOC105343336	O80786.1	4.4	K07A12.2.1	1.1			XP_030843811.1	1.7	protein-coding	XP_011448956.2
LOC105333580	LOC105333580	22	0.251181188	7.191696693	0.854961832	0.293792283	0.393236035	7.84E-69	8.09E-63	5-phosphohydroxy-L-lysine phospho-lyase	Q8TBG4.1	0	T01B11.2a.2	1.22E-141	CG8745-PA	0	XP_793741.4	0	protein-coding	XP_034312954.1
LOC105339545	LOC105339545	22	0.248893007	37.28108399	0.969465649	0.256732156	0.473910858	1.04E-82	1.08E-76	"arginase, hepatic"	P49900.1	3.54E-119	T21F4.1.1	4.21E-28	arg-PA	8.95E-73	XP_791131.3	1.14E-105	protein-coding	XP_011443425.2
LOC105336666	LOC105336666	22	0.213236792	5.251319976	0.473282443	0.450548706	0.249172257	3.81E-44	3.93E-38	fork-head transcriptional regulator 2	Q6P2Z3.1	3.22E-26	C25A1.2.2	1.44E-37	fd102C-PA	2.17E-29	XP_003725384.1	3.39E-32	protein-coding	XP_011439389.1
LOC105341338	LOC105341338	22	0.20128987	21.87593967	0.961832061	0.209277563	0.371720853	3.87E-65	4.00E-59	uncharacterized LOC105341338	Q9I8X3.1	0.1	F28H7.11.1	1.3			XP_030844854.1	7.4	protein-coding	XP_011446119.2
LOC105334990	LOC105334990	23	0.380682189	14.03657941	0.808510638	0.47084376	0.445009388	4.06E-38	4.19E-32	uncharacterized LOC105334990_ncRNA									lncRNA	
LOC105328000	LOC105328000	23	0.375092151	8.243704991	0.872340426	0.429983685	0.522283484	1.81E-44	1.87E-38	calmodulin-A	P41041.1	1.72E-70	T21H3.3a.1	2.40E-69	Cam-PD	1.59E-60	XP_030854314.1	3.87E-70	protein-coding	XP_011427010.1
LOC105321897	LOC105321897	23	0.36393586	17.04181342	0.893617021	0.407261558	0.50321673	6.69E-43	6.90E-37	uncharacterized LOC105321897	Q12WL4.1	0.11	W02F12.5.1	0.2	obe-PA	3.1	XP_030832100.1	2.5	protein-coding	XP_011418686.1
LOC105329262	LOC105329262	23	0.361679304	12.95987427	1	0.361679304	0.678615179	2.47E-57	2.55E-51	protein FAM183B	Q5NC57.2	5.93E-34	F27D9.8b.1	5	rdx-PB	4.4	XP_003728346.1	6.27E-63	protein-coding	XP_011428758.1
LOC105317802	LOC105317802	23	0.34634387	9.019879341	0.85106383	0.406954047	0.452649251	9.56E-39	9.87E-33	calmodulin-like protein 12	P27164.2	9.09E-45	T21H3.3a.1	1.63E-43	Cam-PD	1.59E-43	XP_011675926.1	1.07E-44	protein-coding	XP_034326096.1
LOC105337048	LOC105337048	24	0.666691001	12.01569313	1	0.666691001	0.909454066	1.91E-57	1.97E-51	uncharacterized LOC105337048	C0HL13.1	6.18E-05	F29D11.1.1	0.000144	trol-PAV	4.31E-06	XP_030844687.1	1.71E-08	protein-coding	XP_011439908.2
LOC105344501	LOC105344501	24	0.609809375	22.99275485	0.96875	0.629480645	0.78331158	1.11E-49	1.15E-43	tumor necrosis factor	O14788.1	6.05E-14	Y71A12B.12b.1	0.061	ND-42-PC	3	XP_030837604.1	0.08	protein-coding	XP_011450585.2
LOC105336057	LOC105336057	24	0.604593552	20.79465501	1	0.604593552	0.878768794	1.48E-55	1.53E-49	transient receptor potential cation channel subfamily V member 3	Q91ZT9.1	2.40E-22	B0350.2e.2	1.82E-16	Ank-PE	6.60E-17	XP_030838677.1	0	protein-coding	XP_034313180.1
LOC105324593	LOC105324593	24	0.593192009	11.95968896	0.9375	0.632738143	0.721835596	6.70E-46	6.91E-40	uncharacterized LOC105324593	Q5E9J9.1	0.38	K02B12.1.1	3	Atg17-PC	2.9	XP_030834364.1	8.8	protein-coding	XP_011422010.2
LOC105343207	LOC105343207	24	0.590886708	11.76791958	0.9375	0.630279155	0.738577636	6.26E-47	6.46E-41	uncharacterized LOC105343207	Q9GL77.1	1.6	R02E4.2.1	0.000879	tok-PC	0.19	XP_030830839.1	1.51E-05	protein-coding	XP_034318619.1
LOC105322816	LOC105322816	25	0.312841388	5.517101863	0.965517241	0.324014295	0.427427523	6.54E-26	6.75E-20	carbohydrate sulfotransferase 13	Q7T3S3.1	2.90E-35	C18B2.1.1	0.062	CG31743-PB	9.54E-29	XP_011672230.2	2.50E-32	protein-coding	XP_011420016.2
LOC105326722	LOC105326722	25	0.310806432	5.75547528	0.862068966	0.360535461	0.396077688	3.99E-24	4.12E-18	glycine-rich cell wall structural protein	Q9QZ04.2	0.000107	Y53H1C.2c.1	2.12E-06			XP_030831660.1	0.008	protein-coding	XP_034318823.1
LOC105344238	LOC105344238	25	0.305931123	18.56805294	0.689655172	0.443600128	0.266384563	9.96E-17	1.03E-10	uncharacterized LOC105344238_ncRNA									lncRNA	
LOC109617263	LOC109617263	25	0.30553209	33.11987418	0.965517241	0.31644395	0.409927608	6.49E-25	6.70E-19	uncharacterized LOC109617263_ncRNA									lncRNA	
LOC105321169	LOC105321169	25	0.296581798	135.7756136	1	0.296581798	0.484985453	3.45E-29	3.56E-23	uncharacterized LOC105321169	H2BKS9.1	0.56	T27E9.1a.3	5.4			XP_030830728.1	0.22	protein-coding	XP_011417694.2
LOC105338820	LOC105338820	26	0.342579163	2.243544925	0.928571429	0.368931407	0.428492594	2.54E-25	2.62E-19	receptor-type tyrosine-protein phosphatase kappa	Q99M80.2	1.13E-101	C09D8.1h.1	1.86E-85	Lar-PD	1.78E-78	XP_030851933.1	8.17E-105	protein-coding	XP_019927189.2
LOC105318663	LOC105318663	26	0.329036197	59.23563738	1	0.329036197	0.537849884	2.20E-31	2.27E-25	"keratin, type I cytoskeletal 10"	A5DVD6.1	0.069	K08E4.1.2	1.2			XP_030837225.1	0.59	protein-coding	XP_019918915.2
LOC105333710	LOC105333710	26	0.326127933	2.788242638	1	0.326127933	0.461083168	3.96E-27	4.09E-21	uncharacterized LOC105333710	Q9XZK2.1	1.1	B0205.4.1	0.3	cer-PA	1.1	XP_030842751.1	2	protein-coding	XP_011435143.2
LOC105344072	LOC105344072	26	0.322788397	5.623625231	0.964285714	0.334743523	0.445302705	2.97E-26	3.07E-20	uncharacterized LOC105344072	Q21281.4	0.013	K07D8.1.1	0.001	drpr-PA	0.048	XP_030851784.1	0.004	protein-coding	XP_011449955.2
LOC105344230	LOC105344230	26	0.320358797	3.59194518	1	0.320358797	0.468426597	1.55E-27	1.60E-21	DBH-like monooxygenase protein 2 homolog	Q9XTA0.1	1.76E-41	H13N06.6a.1	2.11E-39	Tbh-PC	1.11E-35	XP_030853880.1	2.90E-34	protein-coding	XP_011450241.2
LOC105332606	LOC105332606	27	0.349684735	19.0968713	0.956521739	0.365579495	0.523123376	1.83E-26	1.89E-20	transcription factor GATA-4	Q91677.1	1.42E-86	W09C2.1b.1	4.89E-47	pnr-PD	5.74E-63	NP_001005725.1	2.14E-68	protein-coding	XP_034333068.1
LOC105328005	LOC105328005	27	0.3176676	5.057205685	0.782608696	0.4059086	0.380510541	1.13E-19	1.17E-13	calmodulin-A	P02594.2	1.23E-68	T21H3.3a.1	5.43E-69	Cam-PD	1.30E-68	XP_030854314.1	2.92E-70	protein-coding	XP_011427024.1
LOC105318652	LOC105318652	27	0.242672964	4.815794273	0.652173913	0.372098545	0.270174645	2.10E-14	2.16E-08	protein IWS1 homolog	Q18DN4.1	0.33	F46B6.7.2	5.9	Osi18-PA	1.2	XP_030847822.1	7.48E-17	protein-coding	XP_011414173.2
LOC105340880	LOC105340880	27	0.231034422	32.00346041	1	0.231034422	0.417122548	2.04E-21	2.11E-15	dachshund homolog 1	Q9UI36.4	1.28E-60	B0412.1a.1	1.07E-47	dac-PC	2.99E-62	XP_030837149.1	5.40E-58	protein-coding	XP_011445430.2
LOC105347275	LOC105347275	27	0.229121983	10.53600454	0.826086957	0.27735819	0.279102958	7.84E-15	8.09E-09	double homeobox protein B	Q93356.2	8.65E-09	C37E2.5a.3	7.62E-10	oc-PE	3.61E-07	XP_003727685.2	4.70E-08	protein-coding	XP_011454575.2
